Timestamp,volData,currentData,batTempData,socData,sohData,motTempData
588,11.464,293,36,84.03,97.21,33.6
590,11.024,498.7,37,86.3,97.24,33.6
592,11.068,522,35,81.44,101.32,33.6
594,10.852,613,35,81.82,102.4,33.6
596,10.792,674.2,36,85.25,97.15,33.7
598,11.3,572.5,37,85.86,97.15,33.7
600,11.024,421,37,86.02,97.15,33.7
602,11,719.2,37,86.69,97.15,33.7
604,11.064,619.3,37,86.74,97.15,33.7
606,11.252,758.5,37,86.91,97.15,33.7
608,11.068,558.7,37,87.02,97.15,33.7
610,10.956,690.6,37,87.35,97.15,33.7
612,11.244,728.1,37,87.46,97.15,33.7
614,10.78,443,38,87.62,97.15,33.7
616,11.268,795.5,36,85.19,97.18,33.7
618,11.072,626.7,37,86.46,97.18,33.7
620,11.208,674,37,86.8,97.18,33.7
622,11.284,683.9,37,86.85,97.18,33.7
624,11.04,373.4,37,86.96,97.18,33.7
626,10.792,437.8,37,87.07,97.18,33.7
628,11.012,404.9,37,87.13,97.18,33.7
630,11.28,734.9,37,87.18,97.18,33.7
632,10.864,394.4,37,87.24,97.18,33.7
634,11.188,604.1,37,87.4,97.18,33.7
636,11.044,738.5,36,89.28,97.18,33.7
638,11.444,854.2,37,87.51,97.21,33.7
640,10.936,475.2,36,89.23,97.21,33.7
642,11.092,372,35,91.66,97.24,33.7
644,11.1,672.6,35,80.55,99.94,33.7
646,11.896,0.7,36,82.71,101.41,33.7
648,10.58,384.6,35,81.6,101.71,33.7
650,11.908,0.5,36,82.93,97.18,33.8
652,11.784,0.6,36,83.15,97.15,33.9
654,11.024,455.9,38,87.57,97.18,33.9
656,11.176,535.7,35,81.33,101.11,33.9
658,11.156,812.8,35,81.77,102.22,33.9
660,11.26,686.7,37,87.29,97.18,34
662,11.34,606.8,36,89.17,97.21,34
664,11.176,835.1,36,89.12,97.15,34.1
666,11.1,521.6,36,84.36,97.09,34.2
668,11.06,460.4,36,89.06,97.24,34.2
670,11.18,650.6,36,89.01,97.21,34.4
672,10.78,974.5,37,87.9,97.24,34.4
674,11.528,560.2,37,88.95,97.12,34.5
676,11.096,376,37,88.29,97.15,34.5
678,10.932,418.6,37,88.56,97.18,34.5
680,11.128,511,37,88.9,97.21,34.6
682,11.624,653.8,37,87.73,97.24,34.6
684,11.048,490.3,37,88.07,97.21,34.7
686,11.272,553.9,37,88.18,97.21,34.7
688,11.088,379,37,87.85,97.24,34.7
690,11.392,862,37,87.96,97.24,34.7
692,11.288,258.8,37,88.01,97.24,34.7
694,11.316,578.9,37,88.84,97.27,34.7
696,11.232,633.7,37,88.73,97.15,34.8
698,11.408,825.6,37,88.34,97.18,34.8
700,11.436,9.9,37,88.23,97.21,34.8
702,10.976,358.9,37,88.62,97.21,34.8
704,11.184,721.8,37,88.78,97.21,34.8
706,11.252,497.3,37,87.68,97.27,34.8
708,11.204,533,37,87.79,97.27,34.8
710,11.232,595.5,37,88.45,97.18,34.9
712,10.944,403.1,37,88.51,97.18,34.9
714,11.208,508.9,37,88.67,97.21,34.9
716,11.292,675.4,37,88.4,97.18,35
718,11.764,5.2,37,88.12,97.21,35.4
720,11.176,495.4,30,99.34,97.33,31.3
722,11.256,599.7,29,99.94,97.3,31.4
