Timestamp,volData,currentData,batTempData,socData,sohData,motTempData,speedData
118,3.80955,0.288653608,31.9,69,89,33,110
120,3.84077,0.296425713,32.9,72,90,35,118
122,3.88761,0.304602002,31.9,69,89,33,118
124,3.91884,0.319410309,32.9,72,90,35,111
126,3.79394,0.286139923,31.9,69,89,33,121
128,3.90323,0.296169815,32.9,72,90,35,121
130,3.88761,0.289646659,31.9,69,89,33,125
132,3.91884,0.32725549,32.9,72,90,35,112
134,3.872,0.329408559,31.9,69,89,33,115
136,3.85639,0.327669896,32.9,72,90,35,123
138,3.85639,0.281552008,31.9,69,89,33,122
140,3.90323,0.306290225,32.9,72,90,35,123
142,3.90323,0.312674623,31.9,69,89,33,119
144,3.90323,0.307841913,32.8,72,90,35,124
146,3.84077,0.319443611,32.8,72,90,35,111
148,3.90323,0.310473036,32.8,72,90,35,113
150,3.90323,0.284506859,32.8,72,90,35,123
152,3.80955,0.288290726,32.7,72,90,35,113
154,3.872,0.318474439,32.7,72,90,35,115
156,3.82516,0.305052866,32.7,72,90,35,125
158,3.80955,0.315721753,32.6,72,90,35,114
160,3.88761,0.313880081,32.6,72,90,35,114
162,3.91884,0.29812763,32.6,72,90,35,110
164,3.90323,0.308136811,32.5,72,90,35,123
166,3.88761,0.288434557,32.6,72,90,35,111
168,3.90323,0.280256629,32.5,72,90,35,112
170,3.82516,0.317976326,32.5,72,90,35,116
172,3.90323,0.283170348,32.5,72,90,35,123
174,3.90323,0.300211822,32.5,72,90,35,118
176,3.91884,0.322106008,32.5,72,90,35,123
178,3.90323,0.296874454,32.5,72,90,35,113
180,3.91884,0.311133069,32.5,72,90,35,111
182,3.90323,0.327817818,32.4,72,90,35,113
184,3.80955,0.327574335,32.4,72,90,35,116
186,3.88761,0.32547971,32.4,72,90,35,118
188,3.88761,0.329684845,32.4,72,90,35,113
190,3.872,0.326348613,32.4,72,90,35,122
192,3.79394,0.291731101,32.4,70,90,35,116
194,3.90323,0.281868795,32.3,70,90,35,110
196,3.90323,0.292721589,32.3,70,90,35,123
198,3.80955,0.316213915,32.3,70,90,35,124
200,3.90323,0.313918272,32.3,70,90,35,114
202,3.88761,0.30219028,32.3,70,90,35,113
204,3.90323,0.290478065,32.3,70,90,35,125
206,3.90323,0.316371671,32.3,70,90,35,110
208,3.872,0.329587041,32.3,70,90,35,112
210,3.79394,0.288091323,32.3,70,90,35,116
212,3.88761,0.285642174,32.3,70,90,35,125
214,3.88761,0.306703757,32.2,70,90,35,120
216,3.82516,0.301654063,32.2,70,90,35,124
218,3.80955,0.328125145,32.2,70,90,35,123
220,3.91884,0.289955657,32.2,70,90,35,120
222,3.85639,0.306192102,32.2,70,90,35,117
224,3.88761,0.305647582,32.2,70,90,35,121
226,3.85639,0.31672588,32.2,70,90,35,120
228,3.88761,0.324558334,32.2,70,90,35,113
230,3.79394,0.313815981,32.2,70,90,35,111
232,3.88761,0.297913279,32.2,70,90,35,123
234,3.872,0.295805712,32.2,70,90,35,114
236,3.88761,0.322028573,32.2,70,90,35,118
238,3.872,0.32608405,32.2,70,90,35,113
240,3.90323,0.325838606,32.2,70,90,35,112
242,3.88761,0.288301068,32.2,70,90,35,114
244,3.79394,0.316709629,32.1,70,90,35,124
246,3.872,0.322238448,32.1,70,90,35,121
248,3.872,0.291812268,32.1,70,90,35,118
250,3.85639,0.287967452,32.1,70,90,35,119
252,3.84077,0.320558434,32.1,70,90,35,112
254,3.84077,0.287415752,32.1,70,90,35,115
256,3.7471,0.304155489,32.1,67,89,35,123
258,3.84077,0.305421895,32.1,67,89,35,122
260,3.872,0.320297803,32.1,67,89,35,119
262,3.85639,0.307524363,32.1,67,89,35,119
264,3.872,0.301570203,32.1,67,89,35,122
266,3.82516,0.318580321,32.1,67,89,35,111
268,3.84077,0.324247642,32.1,67,89,35,120
270,3.77832,0.290844635,32.1,67,89,35,123
272,3.77832,0.285448964,32.1,67,89,35,113
274,3.872,0.284669953,32,67,89,35,114
276,3.85639,0.326706921,32.1,67,89,35,119
278,3.76271,0.28210416,33.2,67,89,35,112
280,3.85639,0.319577457,40.1,67,89,35,116
282,3.88761,0.30604972,40.4,67,89,35,111
284,3.90323,0.29282713,40.6,67,89,35,122
286,3.82516,0.307110964,40.5,67,89,35,118
288,3.80955,0.282925093,40.4,67,89,35,113
290,3.88761,0.290749886,40.1,67,89,35,110
292,3.88761,0.289285565,39.8,67,89,35,122
